epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,1431.21,0.53269,0.86805,0.93745,0.91337,0.99754,0.98808,0.82057,0.67904,1.69295,1.05587,0.000647063,0.000647063,0.000647063
28,1461.44,0.55603,0.84431,0.98806,0.85834,1,0.99125,0.81812,0.62148,1.66956,0.99929,0.000643932,0.000643932,0.000643932
29,1492.04,0.62387,0.80686,0.97014,0.85834,1,0.99125,0.81812,0.62148,1.66956,0.99929,0.000638821,0.000638821,0.000638821
30,1522.62,0.54028,0.82054,0.9708,0.87303,1,0.995,0.82473,0.62122,1.62854,1.01715,0.00063173,0.00063173,0.00063173
31,1553.27,0.56703,0.80362,0.96518,0.87093,1,0.99125,0.84564,0.6284,1.52529,1.01864,0.000622658,0.000622658,0.000622658
32,1583.33,0.5663,0.80763,0.94974,0.87768,0.99284,0.98808,0.84141,0.63843,1.45245,1.00633,0.000611606,0.000611606,0.000611606
33,1613.46,0.61851,0.83293,0.97566,0.87768,0.99284,0.98808,0.84141,0.63843,1.45245,1.00633,0.000598573,0.000598573,0.000598573
34,1647.59,0.53247,0.75461,0.91816,0.87356,0.99247,0.97786,0.83858,0.62702,1.38731,0.99557,0.000577782,0.000577782,0.000577782
35,1681.06,0.56041,0.93377,0.99223,0.86419,1,0.98536,0.86231,0.59627,1.28151,1.00277,0.000544776,0.000544776,0.000544776
36,1712.02,0.56525,0.79794,0.97579,0.89215,0.98304,0.98808,0.86671,0.60744,1.18799,1.01627,0.000511769,0.000511769,0.000511769
37,1742.62,0.54614,0.72679,0.94927,0.89215,0.98304,0.98808,0.86671,0.60744,1.18799,1.01627,0.000478762,0.000478762,0.000478762
38,1772.79,0.5876,0.76919,0.9367,0.90455,0.99755,0.98808,0.87598,0.60248,1.14262,1.00482,0.000445756,0.000445756,0.000445756
39,1803.96,0.54662,0.80321,0.93922,0.91505,0.9967,0.98808,0.88862,0.56826,1.12902,0.97683,0.000412749,0.000412749,0.000412749
40,1834.03,0.49685,0.69898,0.92287,0.95803,0.99417,0.99125,0.86703,0.56639,1.17579,0.97705,0.000379743,0.000379743,0.000379743
41,1864.58,0.45787,0.98645,0.86536,0.95803,0.99417,0.99125,0.86703,0.56639,1.17579,0.97705,0.000346736,0.000346736,0.000346736
42,1895.18,0.41226,1.0106,0.85294,0.93819,1,0.99125,0.8389,0.58495,1.28209,0.98149,0.000313729,0.000313729,0.000313729
43,1925.57,0.45744,0.88753,0.8598,0.989,0.99376,0.995,0.82498,0.61201,1.40383,0.98241,0.000280723,0.000280723,0.000280723
44,1955.88,0.42941,0.8827,0.8507,0.97598,1,0.995,0.81778,0.61902,1.51897,1.00065,0.000247716,0.000247716,0.000247716
45,1986.08,0.42103,1.01755,0.8659,0.97598,1,0.995,0.81778,0.61902,1.51897,1.00065,0.00021471,0.00021471,0.00021471
46,2016.12,0.48662,1.09599,0.86598,0.98307,1,0.995,0.80895,0.62538,1.54634,1.03383,0.000181703,0.000181703,0.000181703
47,2046.66,0.42054,0.95525,0.86078,0.99408,0.99769,0.995,0.81675,0.60245,1.53707,0.99884,0.000148696,0.000148696,0.000148696
48,2076.42,0.36342,0.94235,0.7651,0.98893,1,0.995,0.81638,0.59184,1.46003,0.98884,0.00011569,0.00011569,0.00011569
49,2107.35,0.39794,0.91931,0.82923,0.98893,1,0.995,0.81638,0.59184,1.46003,0.98884,8.26832e-05,8.26832e-05,8.26832e-05
50,2137.5,0.4183,0.93708,0.86613,0.9887,1,0.995,0.82625,0.58889,1.37276,0.98128,4.96766e-05,4.96766e-05,4.96766e-05
